,training AUC,validation AUC,test AUC
0,0.9425705329153605,0.9077380952380952,0.7598765432098765
1,0.9277115987460816,0.7757936507936508,0.7888888888888889
2,0.8698432601880879,0.9156746031746031,0.8148148148148149
3,0.9537931034482758,0.884920634920635,0.7345679012345679
4,0.8721003134796239,0.8432539682539684,0.7827160493827161
